SRS RGASoft 4.1.0 - Residual Gas Analyzer Software
Document Created on, Thursday, October 9, 2025 1:42:28 PM, Central Daylight Time
RGA ID, SRSRGA200VER0.24SN18194


Scan Mode, Analog
Number of Data Points, 3726
Units, Torr
Start Mass, 1, AMU
Stop Mass, 150, AMU
Points Per AMU, 25
Scan Rate, 5.00
Detector, Faraday Cup
Focus Voltage, 90, V
Ion Energy, 12, eV
Electron Energy, 70, eV
CEM Voltage, 0, V
CEM Gain, 1.145
Partial Pressure Sensitivity Factor, 5.64
Total Pressure Sensitivity Factor, 0.237
Filament Current, 1.60, mA


Analog Scan Data
----------------

              Mass (AMU),         Intensity (Torr)
                   24.44,              -4.2730e-12
                   24.48,              -7.0745e-12
                   24.52,              -2.1631e-12
                   24.56,              -4.7872e-13
                   24.60,              -1.9504e-13
                   24.64,               1.4610e-11
                   24.68,               2.1631e-11
                   24.72,               2.5319e-11
                   24.76,               3.5833e-11
                   24.80,               4.1596e-11
                   24.84,               4.1294e-11
                   24.88,               4.9291e-11
                   24.92,               4.5426e-11
                   24.96,               5.2553e-11
                   25.00,               5.4894e-11
                   25.04,               5.2553e-11
                   25.08,               5.8528e-11
                   25.12,               6.6117e-11
                   25.16,               5.5993e-11
                   25.20,               4.7447e-11
                   25.24,               3.3422e-11
                   25.28,               2.1028e-11
                   25.32,               1.7358e-11
                   25.36,               1.1702e-11
                   25.40,               5.0709e-12
                   25.44,               7.5000e-12
                   25.48,               6.5071e-12
                   25.52,               9.5922e-12
                   25.56,               2.5638e-11
                   25.60,               3.5656e-11
                   25.64,               5.0869e-11
                   25.68,               6.9326e-11
                   25.72,               8.4699e-11
                   25.76,               1.0557e-10
                   25.80,               1.3165e-10
                   25.84,               1.4383e-10
                   25.88,               1.5619e-10
                   25.92,               1.6163e-10
                   25.96,               1.6693e-10
                   26.00,               1.8285e-10
                   26.04,               1.8863e-10
                   26.08,               1.8656e-10
                   26.12,               1.9617e-10
                   26.16,               1.9486e-10
                   26.20,               1.7303e-10
                   26.24,               1.4122e-10
                   26.28,               1.0051e-10
                   26.32,               8.1755e-11
                   26.36,               6.8972e-11
                   26.40,               5.3830e-11
                   26.44,               5.1631e-11
